flight_id,date,origin_city,destination_city,duration_hours,distance_miles,popularity,day
5637,2027-01-13,Paris,Sydney,22.4,10676,2,wednesday
5638,2027-01-13,New York,Los Angeles,6.3,2519,2,wednesday
5639,2027-01-14,Paris,Nairobi,8.1,4094,8,thursday
5640,2027-01-14,Lima,New York,8.3,3659,6,thursday
5641,2027-01-14,Nairobi,New York,13.7,7361,9,thursday
5642,2027-01-14,Tokyo,Singapore,6.9,3461,4,thursday
5643,2027-01-14,Los Angeles,New York,6.1,2517,5,thursday
5644,2027-01-14,Lima,Los Angeles,8.7,4180,10,thursday
5645,2027-01-15,Dubai,Sydney,14.3,7548,2,friday
5646,2027-01-15,Los Angeles,Sydney,15.9,7682,3,friday
5647,2027-01-15,Paris,Nairobi,8.1,4117,7,friday
5648,2027-01-15,Los Angeles,Lima,8.7,4268,10,friday
5649,2027-01-15,Sydney,Los Angeles,15.5,7589,10,friday
5650,2027-01-15,Paris,Los Angeles,10.5,5740,2,friday
5651,2027-01-15,Singapore,Dubai,7.5,3695,1,friday
5652,2027-01-15,Los Angeles,Paris,10.7,5668,4,friday
5653,2027-01-15,Tokyo,New York,14.5,6971,4,friday
5654,2027-01-16,Paris,London,1.3,247,9,saturday
5655,2027-01-16,Paris,Los Angeles,10.6,5759,4,saturday
5656,2027-01-16,Tokyo,Dubai,12.2,4952,6,saturday
5657,2027-01-16,Sydney,Paris,22.3,10552,9,saturday
5658,2027-01-16,Singapore,London,15.4,6764,4,saturday
5659,2027-01-16,Dubai,New York,13,6949,5,saturday
5660,2027-01-17,Singapore,Dubai,7.5,3649,9,sunday
5661,2027-01-17,New York,Los Angeles,6.2,2468,1,sunday
5662,2027-01-17,Los Angeles,Dubai,15.9,8389,8,sunday
5663,2027-01-17,Tokyo,Sydney,9.9,4866,2,sunday
5664,2027-01-17,Tokyo,Dubai,12.4,4950,4,sunday
5665,2027-01-17,Los Angeles,Tokyo,12.1,5616,9,sunday
5666,2027-01-17,Paris,Sydney,22.5,10562,10,sunday
5667,2027-01-17,New York,Dubai,12.9,6990,2,sunday
5668,2027-01-17,Paris,Dubai,7,3447,5,sunday
5669,2027-01-17,Tokyo,New York,14.3,6780,1,sunday
5670,2027-01-18,Los Angeles,Dubai,15.9,8375,2,monday
5671,2027-01-18,Los Angeles,Lima,9.3,4248,7,monday
5672,2027-01-18,Los Angeles,Lima,8.6,4199,4,monday
5673,2027-01-18,Los Angeles,Tokyo,11.9,5566,1,monday
5674,2027-01-18,Dubai,Nairobi,5.5,2222,7,monday
5675,2027-01-18,London,Singapore,15.2,6912,5,monday
5676,2027-01-18,Tokyo,Los Angeles,12,5539,7,monday
5677,2027-01-18,London,Sydney,23.6,10647,10,monday
5678,2027-01-18,Dubai,Singapore,7.6,3716,7,monday
5679,2027-01-18,Dubai,London,7,3541,8,monday
5680,2027-01-19,Los Angeles,New York,6.4,2482,6,tuesday
5681,2027-01-19,Sydney,London,23.6,10817,10,tuesday
5682,2027-01-19,Lima,Los Angeles,8.7,4354,10,tuesday
5683,2027-01-19,Dubai,Paris,7,3433,10,tuesday
5684,2027-01-19,Singapore,London,15.3,6907,3,tuesday
5685,2027-01-19,Sydney,Dubai,14.5,7497,6,tuesday
5686,2027-01-19,London,New York,7.3,3579,4,tuesday
5687,2027-01-19,Dubai,London,7.1,3458,5,tuesday
5688,2027-01-20,Paris,Tokyo,13.8,6079,7,wednesday
5689,2027-01-20,Tokyo,Dubai,12.2,5004,6,wednesday
5690,2027-01-20,Los Angeles,New York,6.4,2545,5,wednesday
5691,2027-01-20,Dubai,New York,13.1,6966,1,wednesday
5692,2027-01-20,Singapore,Paris,14.2,7164,3,wednesday
5693,2027-01-20,Sydney,New York,23.5,9957,4,wednesday
5694,2027-01-20,Sydney,New York,23.2,10040,6,wednesday
5695,2027-01-20,Singapore,Paris,14,7044,3,wednesday
5696,2027-01-20,New York,Paris,7.5,3645,5,wednesday
5697,2027-01-21,Los Angeles,London,11.5,5555,10,thursday
5698,2027-01-21,Dubai,Paris,6.9,3414,8,thursday
5699,2027-01-21,Los Angeles,Singapore,15.2,8865,9,thursday
5700,2027-01-21,Dubai,Nairobi,5.5,2216,4,thursday
5701,2027-01-21,Paris,Sydney,22.3,10602,3,thursday
5702,2027-01-22,London,New York,7.4,3595,1,friday
5703,2027-01-22,Tokyo,London,11.7,5987,7,friday
5704,2027-01-22,Los Angeles,Tokyo,12.2,5535,6,friday
5705,2027-01-22,Dubai,Sydney,14.4,7613,3,friday
5706,2027-01-22,London,Sydney,23.3,10630,4,friday
5707,2027-01-22,New York,Sydney,23.1,10008,1,friday
5708,2027-01-22,Nairobi,New York,13.7,7495,3,friday
5709,2027-01-23,Singapore,Los Angeles,15.5,8808,2,saturday
5710,2027-01-23,Tokyo,Sydney,10.1,4952,4,saturday
5711,2027-01-23,Dubai,Tokyo,12.3,4975,2,saturday
5712,2027-01-23,Tokyo,Dubai,12.2,4967,2,saturday
5713,2027-01-23,Dubai,Nairobi,5.1,2254,10,saturday
5714,2027-01-23,Sydney,Los Angeles,15.5,7605,10,saturday
5715,2027-01-24,Sydney,Dubai,14.4,7638,4,sunday
5716,2027-01-24,Singapore,Paris,14,7154,7,sunday
5717,2027-01-24,Paris,New York,7.5,3721,7,sunday
5718,2027-01-24,London,Los Angeles,11.3,5549,10,sunday
5719,2027-01-24,Los Angeles,Dubai,16,8412,4,sunday
5720,2027-01-24,New York,London,7.4,3596,3,sunday
5721,2027-01-24,New York,Los Angeles,6.2,2476,1,sunday
5722,2027-01-24,London,Dubai,7,3646,6,sunday
5723,2027-01-25,Dubai,Los Angeles,16,8444,4,monday
5724,2027-01-25,Lima,New York,8.3,3710,10,monday
5725,2027-01-25,London,Paris,1.3,238,8,monday
5726,2027-01-25,London,Dubai,7.1,3439,1,monday
5727,2027-01-25,Lima,Los Angeles,8.9,4233,10,monday
5728,2027-01-25,Dubai,London,7.1,3469,4,monday
5729,2027-01-25,Paris,New York,7.4,3856,7,monday
5730,2027-01-25,London,Paris,1.5,282,1,monday
5731,2027-01-26,New York,Los Angeles,6.3,2609,1,tuesday
5732,2027-01-26,Paris,New York,7.6,3801,5,tuesday
5733,2027-01-26,Paris,London,1.5,307,9,tuesday
5734,2027-01-26,Nairobi,London,8.6,4426,4,tuesday
5735,2027-01-26,Paris,Nairobi,8.3,4047,7,tuesday
5736,2027-01-26,Paris,Singapore,14.2,6975,10,tuesday
5737,2027-01-26,Dubai,Singapore,7.5,3814,2,tuesday
5738,2027-01-26,Sydney,Paris,22.3,10544,1,tuesday
5739,2027-01-26,Nairobi,Dubai,5.1,2280,3,tuesday
5740,2027-01-26,Paris,New York,7.7,3749,8,tuesday
5741,2027-01-27,London,Dubai,7.5,3439,3,wednesday
5742,2027-01-27,London,New York,7.3,3496,7,wednesday
5743,2027-01-27,Nairobi,Dubai,5.3,2329,7,wednesday
5744,2027-01-27,Tokyo,Paris,13.8,6112,3,wednesday
5745,2027-01-27,Lima,Los Angeles,8.8,4185,5,wednesday
5746,2027-01-28,Paris,Singapore,14.2,7035,4,thursday
5747,2027-01-28,Sydney,Tokyo,10.2,4875,3,thursday
5748,2027-01-28,Lima,New York,8.3,3650,10,thursday
5749,2027-01-28,Paris,Tokyo,13.7,6116,3,thursday
5750,2027-01-28,London,Tokyo,11.7,6026,1,thursday
5751,2027-01-28,Lima,Los Angeles,8.6,4315,6,thursday
5752,2027-01-29,Singapore,London,15.4,6883,1,friday
5753,2027-01-29,Lima,Los Angeles,8.7,4201,5,friday
5754,2027-01-29,Dubai,London,7.3,3505,9,friday
5755,2027-01-29,New York,Sydney,23.5,10065,8,friday
5756,2027-01-29,Dubai,Tokyo,12.3,5071,4,friday
5757,2027-01-30,Dubai,Nairobi,5.1,2316,9,saturday
5758,2027-01-30,Nairobi,London,8.7,4293,4,saturday
5759,2027-01-30,Lima,New York,8.5,3732,2,saturday
5760,2027-01-30,Singapore,London,15.2,6752,1,saturday
5761,2027-01-30,New York,London,7.5,3597,5,saturday
5762,2027-01-30,London,Tokyo,11.7,6064,9,saturday
5763,2027-01-30,Paris,Tokyo,13.8,6040,7,saturday
5764,2027-01-31,New York,Dubai,12.9,6855,8,sunday
5765,2027-01-31,Dubai,Los Angeles,16,8320,2,sunday
5766,2027-01-31,Nairobi,Paris,8.2,4184,4,sunday
5767,2027-01-31,Nairobi,Dubai,5.1,2296,7,sunday
5768,2027-01-31,London,Sydney,23.5,10684,1,sunday
5769,2027-01-31,Los Angeles,Sydney,15.5,7621,4,sunday
5770,2027-02-01,Nairobi,New York,13.6,7395,7,monday
5771,2027-02-01,New York,Paris,7.6,3672,9,monday
5772,2027-02-01,Tokyo,Los Angeles,12,5579,2,monday
5773,2027-02-01,London,Dubai,7.2,3482,10,monday
5774,2027-02-01,Dubai,Nairobi,5.4,2360,6,monday
5775,2027-02-01,Tokyo,Dubai,12.2,4942,6,monday
5776,2027-02-02,Tokyo,Paris,13.7,6157,5,tuesday
5777,2027-02-02,Paris,London,1.7,422,1,tuesday
5778,2027-02-02,Dubai,London,7.2,3430,3,tuesday
5779,2027-02-02,Paris,Tokyo,13.8,6055,8,tuesday
5780,2027-02-02,Singapore,London,15.5,6889,7,tuesday
5781,2027-02-03,Sydney,New York,23.4,10085,2,wednesday
5782,2027-02-03,Paris,New York,7.5,3784,7,wednesday
5783,2027-02-03,Dubai,Tokyo,12.4,5058,5,wednesday
5784,2027-02-03,Tokyo,Singapore,6.9,3309,5,wednesday
5785,2027-02-03,Lima,New York,8.3,3737,5,wednesday
5786,2027-02-03,Los Angeles,Singapore,15.2,8838,2,wednesday
5787,2027-02-04,Los Angeles,New York,6.2,2530,3,thursday
5788,2027-02-04,Sydney,London,23.3,10602,10,thursday
5789,2027-02-04,New York,London,7.3,3578,6,thursday
5790,2027-02-04,Dubai,Sydney,14.4,7667,4,thursday
5791,2027-02-04,Sydney,Los Angeles,15.5,7525,2,thursday
5792,2027-02-05,Sydney,Tokyo,10,4869,9,friday
5793,2027-02-05,London,Sydney,23.3,10636,2,friday
5794,2027-02-05,New York,Dubai,13.2,6896,4,friday
5795,2027-02-05,Los Angeles,Lima,8.8,4292,1,friday
5796,2027-02-05,Paris,Dubai,6.9,3437,3,friday
5797,2027-02-06,New York,Paris,7.6,3720,4,saturday
5798,2027-02-06,Dubai,Singapore,7.6,3644,3,saturday
5799,2027-02-06,Dubai,New York,13.1,6951,8,saturday
5800,2027-02-06,Nairobi,Dubai,5.1,2334,3,saturday
5801,2027-02-06,London,Singapore,15.4,6788,4,saturday
5802,2027-02-06,Paris,Singapore,14.2,6958,4,saturday
5803,2027-02-06,Lima,Los Angeles,8.9,4266,7,saturday
5804,2027-02-06,Paris,New York,7.5,3736,4,saturday
5805,2027-02-07,Sydney,Dubai,14.5,7544,4,sunday
5806,2027-02-07,Sydney,Dubai,14.7,7544,2,sunday
5807,2027-02-07,Sydney,Dubai,14.3,7513,2,sunday
5808,2027-02-07,Paris,Nairobi,8.1,4039,7,sunday
5809,2027-02-07,London,Paris,1.6,310,9,sunday
5810,2027-02-08,Dubai,Nairobi,5.3,2363,3,monday
5811,2027-02-08,London,Nairobi,8.9,4306,2,monday
5812,2027-02-08,Dubai,Singapore,7.7,3696,1,monday
5813,2027-02-08,Dubai,Paris,6.8,3327,7,monday
5814,2027-02-08,Los Angeles,Paris,10.8,5799,6,monday
5815,2027-02-09,Los Angeles,Paris,10.7,5700,1,tuesday
5816,2027-02-09,New York,Nairobi,13.6,7542,10,tuesday
5817,2027-02-09,Los Angeles,Sydney,15.6,7582,6,tuesday
5818,2027-02-09,Dubai,Paris,6.7,3353,1,tuesday
5819,2027-02-09,Lima,New York,8.3,3681,8,tuesday
5820,2027-02-09,Tokyo,New York,14.4,6823,3,tuesday
5821,2027-02-09,Nairobi,London,8.7,4557,6,tuesday
5822,2027-02-09,New York,London,7.3,3606,8,tuesday
5823,2027-02-09,Sydney,Tokyo,10,4933,1,tuesday
5824,2027-02-09,Paris,Dubai,6.7,3302,4,tuesday
5825,2027-02-10,London,Los Angeles,11.5,5515,7,wednesday
5826,2027-02-10,Nairobi,London,8.6,4425,10,wednesday
5827,2027-02-10,London,Sydney,23.3,10634,5,wednesday
5828,2027-02-10,London,Sydney,23.6,10583,4,wednesday
5829,2027-02-10,New York,Tokyo,14.3,6959,6,wednesday
5830,2027-02-11,Tokyo,New York,14.6,6811,3,thursday
5831,2027-02-11,London,Tokyo,11.6,5982,4,thursday
5832,2027-02-11,Nairobi,New York,13.6,7455,2,thursday
5833,2027-02-11,Paris,London,1.3,391,9,thursday
5834,2027-02-11,Tokyo,New York,14.4,6808,10,thursday
5835,2027-02-11,Nairobi,Dubai,5.5,2236,2,thursday
5836,2027-02-12,Sydney,Los Angeles,15.6,7625,10,friday
5837,2027-02-12,London,Sydney,23.5,10710,5,friday
5838,2027-02-12,Sydney,Paris,22.5,10620,1,friday
5839,2027-02-12,Los Angeles,Sydney,15.6,7648,4,friday
5840,2027-02-12,Singapore,Los Angeles,15.2,8865,10,friday
5841,2027-02-12,New York,London,7.6,3592,3,friday
5842,2027-02-13,Nairobi,New York,13.6,7503,2,saturday
5843,2027-02-13,Tokyo,Los Angeles,12.1,5642,2,saturday
5844,2027-02-13,Los Angeles,Dubai,16,8342,2,saturday
5845,2027-02-13,London,New York,7.3,3544,4,saturday
5846,2027-02-13,Tokyo,London,11.7,6026,1,saturday
5847,2027-02-14,Paris,Tokyo,13.8,6136,3,sunday
5848,2027-02-14,London,New York,7.3,3485,8,sunday
5849,2027-02-14,Paris,Los Angeles,10.5,5684,10,sunday
5850,2027-02-14,Los Angeles,London,11.4,5651,1,sunday
5851,2027-02-14,London,Nairobi,8.7,4292,2,sunday
5852,2027-02-14,Paris,Tokyo,13.8,6090,4,sunday
5853,2027-02-15,Tokyo,Los Angeles,12,5500,1,monday
5854,2027-02-15,Tokyo,Singapore,6.8,3340,6,monday
5855,2027-02-15,London,Paris,1.3,239,7,monday
5856,2027-02-15,Paris,London,1.7,365,6,monday
5857,2027-02-15,Paris,Singapore,14,6982,6,monday
5858,2027-02-15,Los Angeles,Dubai,16.1,8438,4,monday
5859,2027-02-15,Nairobi,London,8.7,4245,3,monday
5860,2027-02-15,London,Paris,1.5,279,2,monday
5861,2027-02-15,Los Angeles,Tokyo,12.1,5684,1,monday
5862,2027-02-16,Sydney,New York,23.3,10211,6,tuesday
5863,2027-02-16,Dubai,Sydney,14.5,7531,9,tuesday
5864,2027-02-16,Dubai,Sydney,14.3,7572,10,tuesday
5865,2027-02-16,Dubai,New York,13,6840,7,tuesday
5866,2027-02-16,London,Sydney,23.5,10597,4,tuesday
5867,2027-02-16,Nairobi,New York,13.7,7357,2,tuesday
5868,2027-02-16,Sydney,Dubai,14.4,7496,7,tuesday
5869,2027-02-17,Los Angeles,Lima,8.7,4177,3,wednesday
5870,2027-02-17,London,Dubai,7.1,3458,1,wednesday
5871,2027-02-17,Singapore,Dubai,7.6,3671,5,wednesday
5872,2027-02-17,Paris,New York,7.5,3823,5,wednesday
5873,2027-02-17,Dubai,Singapore,7.5,3740,4,wednesday
5874,2027-02-17,New York,Los Angeles,6.2,2618,3,wednesday
5875,2027-02-17,Dubai,London,7.2,3604,5,wednesday
5876,2027-02-17,London,Singapore,15.2,6762,4,wednesday
5877,2027-02-17,Los Angeles,New York,6.1,2520,3,wednesday
5878,2027-02-17,Sydney,Tokyo,9.9,4987,3,wednesday
5879,2027-02-18,Dubai,New York,13.1,6938,4,thursday
5880,2027-02-18,London,Paris,1.6,260,1,thursday
5881,2027-02-18,Dubai,London,7.1,3467,7,thursday
5882,2027-02-18,Lima,Los Angeles,8.6,4220,6,thursday
5883,2027-02-18,Tokyo,Los Angeles,12.1,5552,2,thursday
5884,2027-02-18,Sydney,Paris,22.2,10579,5,thursday
5885,2027-02-18,Paris,Dubai,6.9,3269,7,thursday
5886,2027-02-19,Nairobi,London,8.7,4264,8,friday
5887,2027-02-19,Tokyo,Singapore,6.9,3359,4,friday
5888,2027-02-19,Singapore,Los Angeles,15.4,8849,6,friday
5889,2027-02-19,Nairobi,Paris,8.5,4125,7,friday
5890,2027-02-19,Los Angeles,Dubai,15.9,8356,10,friday
5891,2027-02-19,Sydney,Tokyo,10,4907,5,friday
5892,2027-02-19,Tokyo,London,11.6,6234,2,friday
5893,2027-02-19,Los Angeles,Lima,8.6,4235,5,friday
5894,2027-02-19,Paris,Dubai,7.1,3426,5,friday
5895,2027-02-20,New York,Lima,8.2,3735,8,saturday
5896,2027-02-20,Dubai,London,7.3,3465,9,saturday
5897,2027-02-20,Sydney,Tokyo,10.2,4894,1,saturday
5898,2027-02-20,Tokyo,New York,14.5,6787,9,saturday
5899,2027-02-20,Tokyo,Dubai,12.2,5002,3,saturday
5900,2027-02-20,Los Angeles,Paris,10.7,5734,9,saturday
5901,2027-02-20,Singapore,Dubai,7.7,3633,5,saturday
5902,2027-02-20,Nairobi,Paris,8.1,4169,5,saturday
5903,2027-02-20,London,Tokyo,11.6,5999,2,saturday
5904,2027-02-21,Nairobi,Dubai,5.3,2278,5,sunday
5905,2027-02-21,Dubai,Singapore,7.5,3648,4,sunday
5906,2027-02-21,New York,Dubai,13,6888,3,sunday
5907,2027-02-21,New York,London,7.2,3631,5,sunday
5908,2027-02-21,London,Tokyo,11.7,5995,6,sunday
5909,2027-02-21,Los Angeles,Sydney,15.7,7520,1,sunday
5910,2027-02-21,London,Singapore,15.3,6748,8,sunday
5911,2027-02-21,Los Angeles,Lima,8.7,4203,4,sunday
5912,2027-02-21,London,Dubai,7.2,3513,5,sunday
5913,2027-02-22,London,New York,7.4,3592,2,monday
5914,2027-02-22,Singapore,Paris,14,7047,5,monday
5915,2027-02-22,Los Angeles,New York,6.2,2588,5,monday
5916,2027-02-22,Singapore,London,15.2,6937,5,monday
5917,2027-02-22,Dubai,Paris,6.8,3258,5,monday
5918,2027-02-22,Tokyo,London,11.8,6027,7,monday
5919,2027-02-22,Singapore,London,15.2,6740,4,monday
5920,2027-02-22,Los Angeles,Singapore,15.2,8906,7,monday
5921,2027-02-22,Nairobi,New York,13.9,7405,3,monday
5922,2027-02-23,Paris,Singapore,14,6968,5,tuesday
5923,2027-02-23,London,Paris,1.6,331,9,tuesday
5924,2027-02-23,New York,Sydney,23.2,9938,5,tuesday
5925,2027-02-23,Tokyo,Paris,13.9,6039,9,tuesday
5926,2027-02-23,London,Dubai,7.1,3416,10,tuesday
5927,2027-02-23,Paris,Nairobi,8.2,4145,3,tuesday
5928,2027-02-23,London,Dubai,7.1,3428,9,tuesday
5929,2027-02-24,London,Los Angeles,11.3,5619,1,wednesday
5930,2027-02-24,Paris,New York,7.4,3790,5,wednesday
5931,2027-02-24,Dubai,Tokyo,12.2,4979,10,wednesday
5932,2027-02-24,Nairobi,Paris,8.4,4147,8,wednesday
5933,2027-02-24,Tokyo,Dubai,12.3,5000,6,wednesday
5934,2027-02-24,Los Angeles,Sydney,15.5,7616,10,wednesday
5935,2027-02-24,Sydney,Dubai,14.4,7511,1,wednesday
5936,2027-02-25,London,Nairobi,8.7,4252,7,thursday
5937,2027-02-25,Los Angeles,Paris,10.8,5663,10,thursday
5938,2027-02-25,Paris,Tokyo,13.9,6068,7,thursday
5939,2027-02-25,Lima,New York,8.6,3669,8,thursday
5940,2027-02-25,Sydney,Paris,22.2,10587,7,thursday
5941,2027-02-25,Lima,Los Angeles,8.8,4238,7,thursday
5942,2027-02-25,Paris,New York,7.4,3744,8,thursday
5943,2027-02-25,Dubai,Los Angeles,16.1,8387,7,thursday
5944,2027-02-25,Tokyo,Los Angeles,12.2,5478,1,thursday
5945,2027-02-25,Nairobi,London,8.6,4297,10,thursday
5946,2027-02-26,Tokyo,New York,14.5,6828,4,friday
5947,2027-02-26,Singapore,Paris,14.3,6975,10,friday
5948,2027-02-26,Singapore,Tokyo,6.8,3462,7,friday
5949,2027-02-26,Los Angeles,London,11.3,5495,2,friday
5950,2027-02-26,Paris,New York,7.4,3701,7,friday
5951,2027-02-26,Dubai,Singapore,7.6,3668,4,friday
5952,2027-02-26,Sydney,New York,23.2,9961,4,friday
5953,2027-02-27,London,Paris,1.3,354,4,saturday
5954,2027-02-27,Dubai,Singapore,7.6,3648,1,saturday
5955,2027-02-27,Sydney,Tokyo,10,4881,1,saturday
5956,2027-02-27,Tokyo,New York,14.4,6747,7,saturday
5957,2027-02-27,Dubai,Paris,6.9,3357,4,saturday
5958,2027-02-27,Lima,Los Angeles,8.6,4198,9,saturday
5959,2027-02-27,Sydney,London,23.3,10627,5,saturday
5960,2027-02-27,Singapore,Los Angeles,15.2,8819,3,saturday
5961,2027-02-28,Lima,New York,8.2,3727,8,sunday
5962,2027-02-28,Dubai,Sydney,14.4,7540,2,sunday
5963,2027-02-28,Dubai,Los Angeles,16.2,8325,4,sunday
5964,2027-02-28,Sydney,Dubai,14.3,7511,2,sunday
5965,2027-02-28,Dubai,London,7.1,3535,1,sunday
5966,2027-02-28,Paris,Dubai,6.8,3460,5,sunday
5967,2027-02-28,Singapore,Paris,14.1,7032,9,sunday
5968,2027-03-01,Sydney,Paris,22.3,10586,5,monday
5969,2027-03-01,New York,Los Angeles,6.1,2629,5,monday
5970,2027-03-01,Sydney,London,23.7,10584,2,monday
5971,2027-03-01,New York,Paris,7.9,3671,9,monday
5972,2027-03-01,Paris,Singapore,14.2,6970,9,monday
5973,2027-03-01,Dubai,London,7,3426,4,monday
5974,2027-03-01,New York,London,7.3,3507,9,monday
5975,2027-03-02,Tokyo,Singapore,6.8,3304,8,tuesday
5976,2027-03-02,Tokyo,New York,14.3,6906,9,tuesday
5977,2027-03-02,New York,Paris,7.6,3650,2,tuesday
5978,2027-03-02,New York,Los Angeles,6.1,2587,1,tuesday
5979,2027-03-02,Paris,Tokyo,13.7,6105,7,tuesday
5980,2027-03-02,Paris,London,1.5,382,2,tuesday
5981,2027-03-02,Los Angeles,Paris,10.5,5783,3,tuesday
5982,2027-03-02,Tokyo,Paris,13.9,6156,8,tuesday
5983,2027-03-03,Singapore,London,15.4,6903,10,wednesday
5984,2027-03-03,Sydney,Los Angeles,15.5,7589,7,wednesday
5985,2027-03-03,New York,Paris,7.5,3815,7,wednesday
5986,2027-03-03,Dubai,Singapore,7.6,3716,1,wednesday
5987,2027-03-03,Los Angeles,Dubai,16.2,8530,6,wednesday
5988,2027-03-04,Dubai,Singapore,7.6,3627,2,thursday
5989,2027-03-04,Nairobi,New York,13.5,7388,8,thursday
5990,2027-03-04,Sydney,Dubai,14.3,7496,6,thursday
5991,2027-03-04,London,Tokyo,11.5,6020,6,thursday
5992,2027-03-04,New York,Dubai,12.9,6849,8,thursday
5993,2027-03-04,Dubai,Nairobi,5.1,2232,2,thursday
5994,2027-03-04,London,Sydney,23.3,10805,7,thursday
5995,2027-03-04,Paris,Singapore,14.1,6966,8,thursday
5996,2027-03-05,Sydney,Paris,22.3,10591,9,friday
5997,2027-03-05,London,New York,7.2,3481,9,friday
5998,2027-03-05,Dubai,Paris,6.8,3284,8,friday
5999,2027-03-05,Dubai,Nairobi,5.2,2216,8,friday
6000,2027-03-05,Nairobi,Paris,8.2,4093,10,friday
6001,2027-03-05,Los Angeles,Tokyo,12,5661,10,friday
6002,2027-03-05,Paris,Dubai,7.1,3295,4,friday
6003,2027-03-05,Paris,Tokyo,14,6064,2,friday
6004,2027-03-06,Sydney,Tokyo,9.9,4907,2,saturday
6005,2027-03-06,Nairobi,Dubai,5.2,2227,6,saturday
6006,2027-03-06,Dubai,London,7.4,3630,3,saturday
6007,2027-03-06,Tokyo,Paris,13.8,6044,3,saturday
6008,2027-03-06,Tokyo,London,11.8,6007,10,saturday
6009,2027-03-07,New York,Lima,8.1,3694,2,sunday
6010,2027-03-07,New York,Paris,7.5,3721,4,sunday
6011,2027-03-07,Dubai,Nairobi,5.4,2258,2,sunday
6012,2027-03-07,Lima,New York,8.2,3690,2,sunday
6013,2027-03-07,New York,Sydney,23.2,9993,1,sunday
6014,2027-03-07,Dubai,Paris,6.7,3267,2,sunday
6015,2027-03-07,New York,Paris,7.6,3812,6,sunday
6016,2027-03-07,London,Tokyo,11.7,6006,5,sunday
6017,2027-03-07,Singapore,London,15.2,6816,4,sunday
6018,2027-03-08,New York,Sydney,23.3,10047,1,monday
6019,2027-03-08,Tokyo,London,11.6,6034,5,monday
6020,2027-03-08,Los Angeles,Tokyo,12,5553,2,monday
6021,2027-03-08,London,Los Angeles,11.5,5499,1,monday
6022,2027-03-08,Singapore,London,15.2,6751,6,monday
6023,2027-03-08,Sydney,Dubai,14.4,7492,9,monday
6024,2027-03-08,Dubai,Paris,6.7,3330,1,monday
6025,2027-03-08,Nairobi,Dubai,5.3,2299,6,monday
6026,2027-03-08,Lima,Los Angeles,8.7,4200,2,monday
6027,2027-03-09,Paris,New York,7.6,3631,5,tuesday
6028,2027-03-09,London,Sydney,23.4,10660,3,tuesday
6029,2027-03-09,London,Los Angeles,11.3,5476,10,tuesday
6030,2027-03-09,Paris,Los Angeles,10.5,5857,6,tuesday
6031,2027-03-09,Sydney,Dubai,14.4,7628,1,tuesday
6032,2027-03-09,Dubai,Paris,6.9,3524,5,tuesday
6033,2027-03-09,London,Sydney,23.4,10712,8,tuesday
6034,2027-03-09,Lima,Los Angeles,8.8,4210,8,tuesday
6035,2027-03-10,Paris,Singapore,14,7050,6,wednesday
6036,2027-03-10,London,Paris,1.7,294,9,wednesday
6037,2027-03-10,Los Angeles,Singapore,15.2,8909,4,wednesday
6038,2027-03-10,New York,Paris,7.6,3711,1,wednesday
6039,2027-03-10,Nairobi,London,8.6,4387,10,wednesday
6040,2027-03-10,New York,Dubai,13.1,6957,2,wednesday
6041,2027-03-10,Dubai,Tokyo,12.3,4956,5,wednesday
6042,2027-03-11,Singapore,London,15.3,6863,8,thursday
6043,2027-03-11,Dubai,Tokyo,12.3,5039,1,thursday
6044,2027-03-11,Lima,New York,8.1,3693,3,thursday
6045,2027-03-11,Sydney,New York,23.1,9963,8,thursday
6046,2027-03-11,Sydney,Tokyo,10.2,4889,10,thursday
6047,2027-03-11,Sydney,Los Angeles,15.7,7628,7,thursday
6048,2027-03-11,Tokyo,Sydney,10,4969,7,thursday
6049,2027-03-11,Paris,Sydney,22.5,10548,10,thursday
6050,2027-03-12,Sydney,Paris,22.3,10754,4,friday
6051,2027-03-12,Dubai,Nairobi,5.4,2267,3,friday
6052,2027-03-12,Sydney,Los Angeles,15.5,7530,10,friday
6053,2027-03-12,Sydney,Tokyo,10,4923,3,friday
6054,2027-03-12,Tokyo,Sydney,10.1,4956,6,friday
6055,2027-03-12,Tokyo,London,11.7,6188,8,friday
6056,2027-03-12,Tokyo,Sydney,10.2,4917,10,friday
6057,2027-03-12,Tokyo,New York,14.5,6780,10,friday
6058,2027-03-12,Los Angeles,Lima,8.7,4229,4,friday
6059,2027-03-13,Singapore,Paris,14.1,6965,1,saturday
6060,2027-03-13,London,Los Angeles,11.4,5521,3,saturday
6061,2027-03-13,Tokyo,Los Angeles,11.9,5581,8,saturday
6062,2027-03-13,Paris,Sydney,22.2,10667,6,saturday
6063,2027-03-13,Lima,Los Angeles,8.7,4201,7,saturday
6064,2027-03-13,Lima,Los Angeles,8.9,4184,5,saturday
6065,2027-03-14,Nairobi,New York,13.7,7525,5,sunday
6066,2027-03-14,New York,Nairobi,13.5,7437,2,sunday
6067,2027-03-14,Singapore,Dubai,7.8,3655,7,sunday
6068,2027-03-14,New York,London,7.3,3551,8,sunday
6069,2027-03-14,Nairobi,London,8.7,4284,3,sunday
6070,2027-03-14,New York,Lima,8.3,3663,9,sunday
6071,2027-03-14,Lima,New York,8.3,3759,5,sunday
6072,2027-03-15,Dubai,Singapore,7.5,3888,6,monday
6073,2027-03-15,Paris,New York,7.6,3685,2,monday
